FIPS,State,County,Obesity_Percent
6013,California,Contra Costa County,24
6015,California,Del Norte County,27
6017,California,El Dorado County,21
6019,California,Fresno County,29
6021,California,Glenn County,27
6023,California,Humboldt County,26
6025,California,Imperial County,23
6027,California,Inyo County,23
6029,California,Kern County,28
6031,California,Kings County,28
6033,California,Lake County,27
6035,California,Lassen County,27
6037,California,Los Angeles County,22
6039,California,Madera County,30
6041,California,Marin County,15
6043,California,Mariposa County,24
6045,California,Mendocino County,23
6047,California,Merced County,32
6049,California,Modoc County,25
6051,California,Mono County,20
6053,California,Monterey County,22
6055,California,Napa County,23
6057,California,Nevada County,20
6059,California,Orange County,20
6061,California,Placer County,22
6063,California,Plumas County,21
6065,California,Riverside County,27
6067,California,Sacramento County,28
6069,California,San Benito County,24
6071,California,San Bernardino County,27
6073,California,San Diego County,23
6075,California,San Francisco County,17
6077,California,San Joaquin County,30
6079,California,San Luis Obispo County,21
6081,California,San Mateo County,20
6083,California,Santa Barbara County,20
6085,California,Santa Clara County,21
6087,California,Santa Cruz County,20
6089,California,Shasta County,28
6091,California,Sierra County,24
6093,California,Siskiyou County,25
6095,California,Solano County,27
6097,California,Sonoma County,23
6099,California,Stanislaus County,30
6101,California,Sutter County,26
6103,California,Tehama County,24
6105,California,Trinity County,23
6107,California,Tulare County,31
6109,California,Tuolumne County,23
6111,California,Ventura County,23
6113,California,Yolo County,26
6115,California,Yuba County,30
8001,Colorado,Adams County,25
8003,Colorado,Alamosa County,21
8005,Colorado,Arapahoe County,20
8007,Colorado,Archuleta County,17
8009,Colorado,Baca County,23
8011,Colorado,Bent County,25
8013,Colorado,Boulder County,15
8014,Colorado,Broomfield County,20
8015,Colorado,Chaffee County,16
8017,Colorado,Cheyenne County,21
8019,Colorado,Clear Creek County,18
8021,Colorado,Conejos County,18
8023,Colorado,Costilla County,21
8025,Colorado,Crowley County,23
8027,Colorado,Custer County,22
8029,Colorado,Delta County,20
8031,Colorado,Denver County,17
8033,Colorado,Dolores County,21
8035,Colorado,Douglas County,16
8037,Colorado,Eagle County,14
8039,Colorado,Elbert County,22
8041,Colorado,El Paso County,21
8043,Colorado,Fremont County,21
8045,Colorado,Garfield County,18
8047,Colorado,Gilpin County,20
8049,Colorado,Grand County,19
8051,Colorado,Gunnison County,16
8053,Colorado,Hinsdale County,19
8055,Colorado,Huerfano County,20
8057,Colorado,Jackson County,21
8059,Colorado,Jefferson County,19
8061,Colorado,Kiowa County,24
8063,Colorado,Kit Carson County,27
8065,Colorado,Lake County,18
8067,Colorado,La Plata County,17
8069,Colorado,Larimer County,19
8071,Colorado,Las Animas County,22
8073,Colorado,Lincoln County,20
8075,Colorado,Logan County,23
8077,Colorado,Mesa County,22
8079,Colorado,Mineral County,18
8081,Colorado,Moffat County,24
8083,Colorado,Montezuma County,19
8085,Colorado,Montrose County,19
8087,Colorado,Morgan County,26
8089,Colorado,Otero County,25
8091,Colorado,Ouray County,18
8093,Colorado,Park County,19
8095,Colorado,Phillips County,21
8097,Colorado,Pitkin County,14
8099,Colorado,Prowers County,22
8101,Colorado,Pueblo County,24
8103,Colorado,Rio Blanco County,20
8105,Colorado,Rio Grande County,21
8107,Colorado,Routt County,14
8109,Colorado,Saguache County,21
8111,Colorado,San Juan County,20
8113,Colorado,San Miguel County,17
8115,Colorado,Sedgwick County,24
8117,Colorado,Summit County,15
8119,Colorado,Teller County,19
8121,Colorado,Washington County,21
8123,Colorado,Weld County,25
8125,Colorado,Yuma County,24
9001,Connecticut,Fairfield County,18
9003,Connecticut,Hartford County,24
9005,Connecticut,Litchfield County,20
9007,Connecticut,Middlesex County,23
9009,Connecticut,New Haven County,27
9011,Connecticut,New London County,24
9013,Connecticut,Tolland County,23
9015,Connecticut,Windham County,30
10001,Delaware,Kent County,33
10003,Delaware,New Castle County,27
10005,Delaware,Sussex County,29
11001,District of Columbia,District of Columbia,21
12001,Florida,Alachua County,25
12003,Florida,Baker County,35
12005,Florida,Bay County,27
12007,Florida,Bradford County,35
12009,Florida,Brevard County,29
12011,Florida,Broward County,25
12013,Florida,Calhoun County,34
12015,Florida,Charlotte County,26
12017,Florida,Citrus County,29
12019,Florida,Clay County,30
12021,Florida,Collier County,21
12023,Florida,Columbia County,34
12027,Florida,DeSoto County,34
12029,Florida,Dixie County,35
12031,Florida,Duval County,28
12033,Florida,Escambia County,29
12035,Florida,Flagler County,29
12037,Florida,Franklin County,27
12039,Florida,Gadsden County,36
12041,Florida,Gilchrist County,33
12043,Florida,Glades County,35
12045,Florida,Gulf County,30
12047,Florida,Hamilton County,38
12049,Florida,Hardee County,37
12051,Florida,Hendry County,34
12053,Florida,Hernando County,28
12055,Florida,Highlands County,29
12057,Florida,Hillsborough County,26
12059,Florida,Holmes County,30
12061,Florida,Indian River County,21
12063,Florida,Jackson County,31
12065,Florida,Jefferson County,34
12067,Florida,Lafayette County,33
12069,Florida,Lake County,26
12071,Florida,Lee County,26
12073,Florida,Leon County,28
12075,Florida,Levy County,34
12077,Florida,Liberty County,36
12079,Florida,Madison County,36
12081,Florida,Manatee County,26
12083,Florida,Marion County,32
12085,Florida,Martin County,21
12086,Florida,Miami-Dade County,24
12087,Florida,Monroe County,20
12089,Florida,Nassau County,29
12091,Florida,Okaloosa County,31
12093,Florida,Okeechobee County,31
12095,Florida,Orange County,26
12097,Florida,Osceola County,29
12099,Florida,Palm Beach County,21
12101,Florida,Pasco County,28
12103,Florida,Pinellas County,23
12105,Florida,Polk County,33
12107,Florida,Putnam County,36
12109,Florida,St. Johns County,22
12111,Florida,St. Lucie County,27
12113,Florida,Santa Rosa County,28
12115,Florida,Sarasota County,21
12117,Florida,Seminole County,25
12119,Florida,Sumter County,28
12121,Florida,Suwannee County,31
12123,Florida,Taylor County,35
12125,Florida,Union County,36
12127,Florida,Volusia County,25
12129,Florida,Wakulla County,36
12131,Florida,Walton County,26
12133,Florida,Washington County,35
13001,Georgia,Appling County,33
13003,Georgia,Atkinson County,29
13005,Georgia,Bacon County,31
13007,Georgia,Baker County,33
13009,Georgia,Baldwin County,31
13011,Georgia,Banks County,28
13013,Georgia,Barrow County,29
13015,Georgia,Bartow County,26
13017,Georgia,Ben Hill County,33
13019,Georgia,Berrien County,28
13021,Georgia,Bibb County,29
13023,Georgia,Bleckley County,29
13025,Georgia,Brantley County,29
13027,Georgia,Brooks County,31
13029,Georgia,Bryan County,29
13031,Georgia,Bulloch County,31
13033,Georgia,Burke County,37
13035,Georgia,Butts County,31
13037,Georgia,Calhoun County,34
13039,Georgia,Camden County,29
13043,Georgia,Candler County,30
13045,Georgia,Carroll County,31
13047,Georgia,Catoosa County,35
13049,Georgia,Charlton County,31
13051,Georgia,Chatham County,29
13053,Georgia,Chattahoochee County,31
13055,Georgia,Chattooga County,31
13057,Georgia,Cherokee County,28
13059,Georgia,Clarke County,28
13061,Georgia,Clay County,33
13063,Georgia,Clayton County,35
13065,Georgia,Clinch County,33
13067,Georgia,Cobb County,24
13069,Georgia,Coffee County,31
13071,Georgia,Colquitt County,29
13073,Georgia,Columbia County,26
13075,Georgia,Cook County,33
13077,Georgia,Coweta County,30
13079,Georgia,Crawford County,30
13081,Georgia,Crisp County,38
13083,Georgia,Dade County,28
13085,Georgia,Dawson County,27
13087,Georgia,Decatur County,34
13089,Georgia,DeKalb County,26
13091,Georgia,Dodge County,36
13093,Georgia,Dooly County,34
13095,Georgia,Dougherty County,36
13097,Georgia,Douglas County,31
13099,Georgia,Early County,30
13101,Georgia,Echols County,29
13103,Georgia,Effingham County,32
13105,Georgia,Elbert County,36
13107,Georgia,Emanuel County,31
13109,Georgia,Evans County,32
13111,Georgia,Fannin County,29
13113,Georgia,Fayette County,24
13115,Georgia,Floyd County,29
13117,Georgia,Forsyth County,23
13119,Georgia,Franklin County,28
13121,Georgia,Fulton County,24
13123,Georgia,Gilmer County,30
13125,Georgia,Glascock County,27
13127,Georgia,Glynn County,27
13129,Georgia,Gordon County,31
13131,Georgia,Grady County,33
13133,Georgia,Greene County,32
13135,Georgia,Gwinnett County,26
13137,Georgia,Habersham County,27
13139,Georgia,Hall County,28
13141,Georgia,Hancock County,37
13143,Georgia,Haralson County,31
13145,Georgia,Harris County,28
13147,Georgia,Hart County,30
13149,Georgia,Heard County,28
13151,Georgia,Henry County,28
13153,Georgia,Houston County,29
13155,Georgia,Irwin County,31
13157,Georgia,Jackson County,26
13159,Georgia,Jasper County,29
13161,Georgia,Jeff Davis County,27
13163,Georgia,Jefferson County,37
13165,Georgia,Jenkins County,30
13167,Georgia,Johnson County,35
13169,Georgia,Jones County,30
13171,Georgia,Lamar County,30
13173,Georgia,Lanier County,31
13175,Georgia,Laurens County,36
13177,Georgia,Lee County,28
13179,Georgia,Liberty County,32
13181,Georgia,Lincoln County,33
13183,Georgia,Long County,30
13185,Georgia,Lowndes County,35
13187,Georgia,Lumpkin County,28
13189,Georgia,McDuffie County,30
13191,Georgia,McIntosh County,31
13193,Georgia,Macon County,34
13195,Georgia,Madison County,31
13197,Georgia,Marion County,32
13199,Georgia,Meriwether County,32
13201,Georgia,Miller County,32
13205,Georgia,Mitchell County,34
13207,Georgia,Monroe County,31
13209,Georgia,Montgomery County,30
13211,Georgia,Morgan County,31
13213,Georgia,Murray County,30
13215,Georgia,Muscogee County,36
13217,Georgia,Newton County,31
13219,Georgia,Oconee County,24
13221,Georgia,Oglethorpe County,31
13223,Georgia,Paulding County,26
13225,Georgia,Peach County,30
13227,Georgia,Pickens County,26
13229,Georgia,Pierce County,29
13231,Georgia,Pike County,30
13233,Georgia,Polk County,29
13235,Georgia,Pulaski County,30
13237,Georgia,Putnam County,29
13239,Georgia,Quitman County,33
13241,Georgia,Rabun County,27
13243,Georgia,Randolph County,36
13245,Georgia,Richmond County,32
13247,Georgia,Rockdale County,34
13249,Georgia,Schley County,30
13251,Georgia,Screven County,31
13253,Georgia,Seminole County,33
13255,Georgia,Spalding County,32
13257,Georgia,Stephens County,33
13259,Georgia,Stewart County,33
13261,Georgia,Sumter County,35
13263,Georgia,Talbot County,35
13265,Georgia,Taliaferro County,35
13267,Georgia,Tattnall County,29
13269,Georgia,Taylor County,34
13271,Georgia,Telfair County,30
13273,Georgia,Terrell County,37
13275,Georgia,Thomas County,34
13277,Georgia,Tift County,33
13279,Georgia,Toombs County,32
13281,Georgia,Towns County,27
13283,Georgia,Treutlen County,35
13285,Georgia,Troup County,33
13287,Georgia,Turner County,33
13289,Georgia,Twiggs County,33
13291,Georgia,Union County,27
13293,Georgia,Upson County,30
13295,Georgia,Walker County,30
13297,Georgia,Walton County,28
13299,Georgia,Ware County,31
13301,Georgia,Warren County,35
13303,Georgia,Washington County,35
13305,Georgia,Wayne County,32
13307,Georgia,Webster County,32
13309,Georgia,Wheeler County,30
13311,Georgia,White County,29
13313,Georgia,Whitfield County,29
13315,Georgia,Wilcox County,33
13317,Georgia,Wilkes County,31
13319,Georgia,Wilkinson County,32
13321,Georgia,Worth County,30
15001,Hawaii,Hawaii County,24
15003,Hawaii,Honolulu County,22
15005,Hawaii,Kalawao County,23
15007,Hawaii,Kauai County,22
15009,Hawaii,Maui County,24
16001,Idaho,Ada County,23
16003,Idaho,Adams County,25
16005,Idaho,Bannock County,29
16007,Idaho,Bear Lake County,25
16009,Idaho,Benewah County,29
16011,Idaho,Bingham County,32
16013,Idaho,Blaine County,17
16015,Idaho,Boise County,29
16017,Idaho,Bonner County,23
16019,Idaho,Bonneville County,26
16021,Idaho,Boundary County,24
16023,Idaho,Butte County,29
16025,Idaho,Camas County,26
16027,Idaho,Canyon County,29
16029,Idaho,Caribou County,24
16031,Idaho,Cassia County,29
16033,Idaho,Clark County,28
16035,Idaho,Clearwater County,32
16037,Idaho,Custer County,28
16039,Idaho,Elmore County,28
16041,Idaho,Franklin County,30
16043,Idaho,Fremont County,23
16045,Idaho,Gem County,30
16047,Idaho,Gooding County,29
16049,Idaho,Idaho County,27
16051,Idaho,Jefferson County,26
16053,Idaho,Jerome County,32
16055,Idaho,Kootenai County,26
16057,Idaho,Latah County,26
16059,Idaho,Lemhi County,24
16061,Idaho,Lewis County,30
16063,Idaho,Lincoln County,24
16065,Idaho,Madison County,27
16067,Idaho,Minidoka County,30
16069,Idaho,Nez Perce County,31
16071,Idaho,Oneida County,29
16073,Idaho,Owyhee County,30
16075,Idaho,Payette County,27
16077,Idaho,Power County,30
16079,Idaho,Shoshone County,30
16081,Idaho,Teton County,23
16083,Idaho,Twin Falls County,26
16085,Idaho,Valley County,27
16087,Idaho,Washington County,28
17001,Illinois,Adams County,30
17003,Illinois,Alexander County,31
17005,Illinois,Bond County,29
17007,Illinois,Boone County,29
17009,Illinois,Brown County,30
17011,Illinois,Bureau County,31
17013,Illinois,Calhoun County,28
17015,Illinois,Carroll County,27
17017,Illinois,Cass County,30
17019,Illinois,Champaign County,26
17021,Illinois,Christian County,30
17023,Illinois,Clark County,30
17025,Illinois,Clay County,28
17027,Illinois,Clinton County,28
17029,Illinois,Coles County,28
17031,Illinois,Cook County,26
17033,Illinois,Crawford County,30
17035,Illinois,Cumberland County,28
17037,Illinois,DeKalb County,30
17039,Illinois,De Witt County,29
17041,Illinois,Douglas County,30
17043,Illinois,DuPage County,25
17045,Illinois,Edgar County,30
17047,Illinois,Edwards County,25
17049,Illinois,Effingham County,28
17051,Illinois,Fayette County,30
17053,Illinois,Ford County,32
17055,Illinois,Franklin County,30
17057,Illinois,Fulton County,29
17059,Illinois,Gallatin County,28
17061,Illinois,Greene County,32
17063,Illinois,Grundy County,32
17065,Illinois,Hamilton County,30
17067,Illinois,Hancock County,28
17069,Illinois,Hardin County,30
17071,Illinois,Henderson County,31
17073,Illinois,Henry County,28
17075,Illinois,Iroquois County,32
17077,Illinois,Jackson County,27
17079,Illinois,Jasper County,29
17081,Illinois,Jefferson County,30
17083,Illinois,Jersey County,29
17085,Illinois,Jo Daviess County,29
17087,Illinois,Johnson County,29
17089,Illinois,Kane County,28
17091,Illinois,Kankakee County,31
17093,Illinois,Kendall County,25
17095,Illinois,Knox County,36
17097,Illinois,Lake County,24
17099,Illinois,LaSalle County,30
17101,Illinois,Lawrence County,29
17103,Illinois,Lee County,23
17105,Illinois,Livingston County,29
17107,Illinois,Logan County,35
17109,Illinois,McDonough County,29
17111,Illinois,McHenry County,24
17113,Illinois,McLean County,32
17115,Illinois,Macon County,33
17117,Illinois,Macoupin County,29
17119,Illinois,Madison County,30
17121,Illinois,Marion County,30
17123,Illinois,Marshall County,26
17125,Illinois,Mason County,29
17127,Illinois,Massac County,31
17129,Illinois,Menard County,27
17131,Illinois,Mercer County,31
17133,Illinois,Monroe County,29
17135,Illinois,Montgomery County,24
17137,Illinois,Morgan County,29
17139,Illinois,Moultrie County,28
17141,Illinois,Ogle County,29
17143,Illinois,Peoria County,29
17145,Illinois,Perry County,26
17147,Illinois,Piatt County,28
17149,Illinois,Pike County,28
17151,Illinois,Pope County,30
17153,Illinois,Pulaski County,30
17155,Illinois,Putnam County,29
17157,Illinois,Randolph County,29
17159,Illinois,Richland County,30
17161,Illinois,Rock Island County,27
17163,Illinois,St. Clair County,30
17165,Illinois,Saline County,29
17167,Illinois,Sangamon County,29
17169,Illinois,Schuyler County,27
17171,Illinois,Scott County,29
17173,Illinois,Shelby County,28
17175,Illinois,Stark County,29
17177,Illinois,Stephenson County,30
17179,Illinois,Tazewell County,28
17181,Illinois,Union County,28
17183,Illinois,Vermilion County,29
17185,Illinois,Wabash County,29
17187,Illinois,Warren County,29
17189,Illinois,Washington County,31
17191,Illinois,Wayne County,29
17193,Illinois,White County,29
17195,Illinois,Whiteside County,28
17197,Illinois,Will County,31
17199,Illinois,Williamson County,31
17201,Illinois,Winnebago County,29
17203,Illinois,Woodford County,29
18001,Indiana,Adams County,33
18003,Indiana,Allen County,33
18005,Indiana,Bartholomew County,31
18007,Indiana,Benton County,33
18009,Indiana,Blackford County,34
18011,Indiana,Boone County,27
18013,Indiana,Brown County,30
18015,Indiana,Carroll County,32
18017,Indiana,Cass County,32
18019,Indiana,Clark County,31
18021,Indiana,Clay County,36
18023,Indiana,Clinton County,29
18025,Indiana,Crawford County,39
18027,Indiana,Daviess County,33
18029,Indiana,Dearborn County,34
18031,Indiana,Decatur County,31
18033,Indiana,DeKalb County,31
18035,Indiana,Delaware County,33
18037,Indiana,Dubois County,32
18039,Indiana,Elkhart County,29
18041,Indiana,Fayette County,34
18043,Indiana,Floyd County,29
18045,Indiana,Fountain County,30
18047,Indiana,Franklin County,29
18049,Indiana,Fulton County,32
18051,Indiana,Gibson County,28
18053,Indiana,Grant County,30
18055,Indiana,Greene County,31
18057,Indiana,Hamilton County,22
18059,Indiana,Hancock County,28
18061,Indiana,Harrison County,30
18063,Indiana,Hendricks County,34
18065,Indiana,Henry County,31
18067,Indiana,Howard County,34
18069,Indiana,Huntington County,36
18071,Indiana,Jackson County,26
18073,Indiana,Jasper County,36
18075,Indiana,Jay County,35
18077,Indiana,Jefferson County,31
18079,Indiana,Jennings County,29
18081,Indiana,Johnson County,29
18083,Indiana,Knox County,32
18085,Indiana,Kosciusko County,33
18087,Indiana,LaGrange County,30
18089,Indiana,Lake County,35
18091,Indiana,LaPorte County,31
18093,Indiana,Lawrence County,28
18095,Indiana,Madison County,37
18097,Indiana,Marion County,30
18099,Indiana,Marshall County,29
18101,Indiana,Martin County,30
18103,Indiana,Miami County,32
18105,Indiana,Monroe County,25
18107,Indiana,Montgomery County,31
18109,Indiana,Morgan County,31
18111,Indiana,Newton County,31
18113,Indiana,Noble County,31
18115,Indiana,Ohio County,30
18117,Indiana,Orange County,33
18119,Indiana,Owen County,36
18121,Indiana,Parke County,29
18123,Indiana,Perry County,33
18125,Indiana,Pike County,31
18127,Indiana,Porter County,30
18129,Indiana,Posey County,31
18131,Indiana,Pulaski County,34
18133,Indiana,Putnam County,31
18135,Indiana,Randolph County,35
18137,Indiana,Ripley County,31
18139,Indiana,Rush County,32
18141,Indiana,St. Joseph County,29
18143,Indiana,Scott County,29
18145,Indiana,Shelby County,36
18147,Indiana,Spencer County,31
18149,Indiana,Starke County,33
18151,Indiana,Steuben County,32
18153,Indiana,Sullivan County,31
18155,Indiana,Switzerland County,28
18157,Indiana,Tippecanoe County,28
18159,Indiana,Tipton County,31
18161,Indiana,Union County,33
18163,Indiana,Vanderburgh County,29
18165,Indiana,Vermillion County,31
18167,Indiana,Vigo County,33
18169,Indiana,Wabash County,36
18171,Indiana,Warren County,30
18173,Indiana,Warrick County,32
18175,Indiana,Washington County,30
18177,Indiana,Wayne County,28
18179,Indiana,Wells County,27
18181,Indiana,White County,34
18183,Indiana,Whitley County,33
19001,Iowa,Adair County,31
19003,Iowa,Adams County,33
19005,Iowa,Allamakee County,29
19007,Iowa,Appanoose County,30
19009,Iowa,Audubon County,33
19011,Iowa,Benton County,31
19013,Iowa,Black Hawk County,29
19015,Iowa,Boone County,34
19017,Iowa,Bremer County,27
19019,Iowa,Buchanan County,29
19021,Iowa,Buena Vista County,29
19023,Iowa,Butler County,26
19025,Iowa,Calhoun County,29
19027,Iowa,Carroll County,32
19029,Iowa,Cass County,37
19031,Iowa,Cedar County,33
19033,Iowa,Cerro Gordo County,27
19035,Iowa,Cherokee County,26
19037,Iowa,Chickasaw County,31
19039,Iowa,Clarke County,30
19041,Iowa,Clay County,30
19043,Iowa,Clayton County,29
19045,Iowa,Clinton County,30
19047,Iowa,Crawford County,28
19049,Iowa,Dallas County,30
19051,Iowa,Davis County,31
19053,Iowa,Decatur County,29
19055,Iowa,Delaware County,33
19057,Iowa,Des Moines County,32
19059,Iowa,Dickinson County,27
19061,Iowa,Dubuque County,27
19063,Iowa,Emmet County,31
19065,Iowa,Fayette County,33
19067,Iowa,Floyd County,29
19069,Iowa,Franklin County,33
19071,Iowa,Fremont County,32
19073,Iowa,Greene County,30
19075,Iowa,Grundy County,31
19077,Iowa,Guthrie County,33
19079,Iowa,Hamilton County,31
19081,Iowa,Hancock County,29
19083,Iowa,Hardin County,35
19085,Iowa,Harrison County,32
19087,Iowa,Henry County,30
19089,Iowa,Howard County,28
19091,Iowa,Humboldt County,31
19093,Iowa,Ida County,30
19095,Iowa,Iowa County,29
19097,Iowa,Jackson County,31
19099,Iowa,Jasper County,35
19101,Iowa,Jefferson County,30
19103,Iowa,Johnson County,24
19105,Iowa,Jones County,30
19107,Iowa,Keokuk County,34
19109,Iowa,Kossuth County,29
19111,Iowa,Lee County,31
19113,Iowa,Linn County,27
19115,Iowa,Louisa County,34
19117,Iowa,Lucas County,31
19119,Iowa,Lyon County,33
19121,Iowa,Madison County,29
19123,Iowa,Mahaska County,28
19125,Iowa,Marion County,31
19127,Iowa,Marshall County,32
19129,Iowa,Mills County,26
19131,Iowa,Mitchell County,27
19133,Iowa,Monona County,27
19135,Iowa,Monroe County,33
19137,Iowa,Montgomery County,31
19139,Iowa,Muscatine County,33
19141,Iowa,O'Brien County,30
19143,Iowa,Osceola County,31
19145,Iowa,Page County,32
19147,Iowa,Palo Alto County,28
19149,Iowa,Plymouth County,30
